phase,url,source_file,page_type,local_status,production_status,indexable,robots_directives,canonical,canonical_target_status,title,title_length,meta_description,description_length,h1,h2_h3_structure,word_count,language,publication_date,modified_date,author,breadcrumbs,schema_types,internal_inbound_links,internal_outbound_links,external_outbound_links,broken_links,image_count,images_missing_alt,images_missing_dimensions,page_depth,orphan,sitemap_inclusion,duplicate_title,duplicate_description,content_sha256
baseline,https://robertdevore.com/complete-beginners-guide-building-a-python-url-checker-for-google-sheets/,content/posts/complete-beginners-guide-building-a-python-url-checker-for-google-sheets.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/complete-beginners-guide-building-a-python-url-checker-for-google-sheets/,200,Complete Beginner’s Guide: Building a Python URL Checker for Google Sheets | Robert DeVore,90,Don’t worry if you’ve never written Python before! This tutorial will explain every single line of code so you understand exactly what’s happening. Think of this like you’re building with LEGO blocks – we’ll add one…,216,Complete Beginner’s Guide: Building a Python URL Checker for Google Sheets,H2: What We’re Building (In Simple Terms) | H2: Before We Start: What You’ll Need | H2: Part 1: The Shopping List (Imports) | H2: Part 2: Setting Up Our Configuration (The Settings) | H2: Part 3: Connecting to Google Sheets (The Handshake) | H2: Part 4: Building Our Memory System (Progress Tracking) | H3: Function 1: Remembering Where We Left Off | H3: Function 2: Saving Our Progress | H2: Part 5: The Website Checker (The Core Function) | H2: Part 6: The Main Brain (The check_urls Function) | H3: Getting Started and Loading Data | H3: Checking If We’re Done | H3: Calculating Our Batch | H3: Processing Each URL | H3: Saving Results and Planning Next Steps | H2: Part 7: Starting the Engine | H2: The Complete Script (With Comments) | H2: How to Use This Script | H2: What You’ve Learned | H2: Related Reading,2503,en,2025-06-19,,Robert DeVore,True,BlogPosting; Organization; Person,16,18,3,0,2,0,1,2,False,True,False,False,2990cb2d20605bbfe94f62812b1f104dd34b57bdc874a4b0d03ce72c2e3280b4
baseline,https://robertdevore.com/contact/,content/pages/contact.md,page,200,200,True,"index, follow (default)",https://robertdevore.com/contact/,200,Contact | Robert DeVore,23,"Contact Robert DeVore about software systems, developer tools, agent workflows, publishing, and open-source work.",113,Contact,H2: Send the useful context first | H2: Useful subjects,115,en,,,Robert DeVore,False,Organization; WebSite,381,12,2,0,1,0,0,1,False,True,False,False,76c8642b7e69729c5734afe7cbeadc8427b6a0b423aa7623e95e94a2197e6e0a
baseline,https://robertdevore.com/creating-my-own-cipher-code/,content/posts/creating-my-own-cipher-code.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/creating-my-own-cipher-code/,200,Creating my own cipher code | Robert DeVore,43,"I can’t remember what sparked the idea, but I got bit by a strong urge to create my own cipher. Maybe it’s all the spy shit I watch on TV 😂 Regardless, I knew that there were a couple of things that I needed to figure…",218,Creating my own cipher code,H2: Example Use Case: | H2: Taking it further | H3: Embedded in an image? | H2: Related Reading,743,en,2022-11-28,,Robert DeVore,True,BlogPosting; Organization; Person,7,18,8,0,1,0,0,3,False,True,False,False,eb84b240f668db68f8a267eee7481f57bbf9a26cca29ced44b047ca0ed8c16a5
baseline,https://robertdevore.com/customer-loyalty-for-woocommerce-v2/,content/posts/customer-loyalty-for-woocommerce-v2.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/customer-loyalty-for-woocommerce-v2/,200,Just Released: Customer Loyalty for WooCommerce® v2.0.0! | Robert DeVore,72,"Welcome to another edition of #WooWednesday ! This week, I’m excited to unveil a significant update to Customer Loyalty for WooCommerce® with the release of version 2.0.0 . I’m committed to bringing you feature-rich,…",217,Just Released: Customer Loyalty for WooCommerce® v2.0.0!,H2: What’s New in Version 2.0.0 | H2: How to Use Customer Loyalty for WooCommerce | H2: What to Expect in 2025 | H2: Related Reading,744,en,2024-11-13,,Robert DeVore,True,BlogPosting; Organization; Person,6,19,8,0,7,0,6,3,False,True,False,False,e6e1a6ee294701f488928a5b6d6845b768b945179081d8540778706dff4a1501
baseline,https://robertdevore.com/db-version-control-wordpress-plugin/,content/posts/db-version-control-wordpress-plugin.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/db-version-control-wordpress-plugin/,200,Introducing: DB Version Control for WordPress | Robert DeVore,61,"Finally, a WordPress plugin that treats your content like code. After years of wrestling with database dumps, manual content migrations, and the constant fear of losing site changes, I’m excited to introduce DB Version…",219,Introducing: DB Version Control for WordPress,H2: The Problem We All Face | H2: A Git-Native Approach to WordPress Content | H3: Here’s How It Works | H2: Real-World Impact: A Success Story | H2: Key Features That Set It Apart | H3: 🎯 Intelligent Content Export | H3: ⚡ Enterprise-Grade Performance | H3: 🔐 Security First | H3: 🛠️ Developer Friendly | H2: Game-Changing Workflows | H3: The Team Collaboration Workflow | H3: The Automated Deployment Pipeline | H3: The Environment Sync Workflow | H2: Beyond WordPress: Universal Version Control | H2: Performance That Scales | H3: Recommended Batch Sizes | H3: Built-in Safeguards | H2: The Technical Architecture | H3: File Organization | H3: JSON Structure | H2: Extending the Plugin | H3: Custom Post Type Integration | H3: Data Modification | H3: Custom Export Triggers | H2: Who This Plugin Is For | H3: Development Teams | H3: WordPress Agencies | H3: DevOps Engineers | H3: Content Teams | H2: Getting Started Today | H3: Quick Installation | H3: WP-CLI Integration | H3: Git Integration | H2: The Future of WordPress Content Management | H3: What’s Next | H3: Community Driven | H2: Real-World Benefits | H3: For Developers | H3: For Agencies | H3: For Content Teams | H2: Technical Requirements | H2: Security Considerations | H2: Support and Documentation | H2: Conclusion: A New Era for WordPress | H2: Related Reading,1678,en,2025-05-28,,Robert DeVore,True,BlogPosting; Organization; Person,5,18,6,0,2,0,1,3,False,True,False,False,9525a2fd7cd99b2dea6dc11e438fa55c495595feb4e46470feeb9e87c4a133ae
baseline,https://robertdevore.com/december-2024-a-retrospective/,content/posts/december-2024-a-retrospective.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/december-2024-a-retrospective/,200,December 2024: A Retrospective | Robert DeVore,46,"Talk about a December to Remember , amirite? 😂💪💯 In November of 2024 I started releasing free WordPress® and WooCommerce® plugins, and I liked the way it felt. So I decided to do some more of that in December. I called…",219,December 2024: A Retrospective,"H2: But first, was it a “December to Remember”? | H2: New Plugins | H2: Plugin Updates | H2: Fun Projects | H2: Scripts & Things | H2: Features | H2: Chaos | H2: So, what now? | H3: WordPress & WooCommerce Plugins | H3: Security Audits & Bug Bounties | H2: Stattic & decentralized publishing | H2: 2025 & Beyond | H2: Related Reading",2266,en,2025-01-04,,Robert DeVore,True,BlogPosting; Organization; Person,7,42,46,3,8,0,7,3,False,True,False,False,081d22aedce89aa03f9b007a35c9f7fd5e1b0445114583093a3dc25240cb90da
baseline,https://robertdevore.com/delivery-drivers-for-woocommerce/,content/posts/delivery-drivers-for-woocommerce.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/delivery-drivers-for-woocommerce/,200,Delivery Drivers for WooCommerce | Robert DeVore,48,"Today I am happy to announce the release of my newest open source plugin, Delivery Drivers for WooCommerce . As you can probably guess by the name, it's a plugin for WooCommerce that adds functionality for businesses…",217,Delivery Drivers for WooCommerce,H2: Delivery Businesses & WooCommerce | H2: How the plugin works | H3: Delivery Drivers WooCommerce Settings | H3: Assigning a driver to each order | H2: Drivers Capabilities | H3: Views from the Driver dashboard | H3: Order status management by your drivers | H3: Order Status management | H2: Delivery Drivers for WooCommerce PRO | H2: Download the Delivery Drivers for WooCommerce Plugin | H2: Related Reading,1014,en,2018-09-14,,Robert DeVore,True,BlogPosting; Organization; Person,7,19,9,0,7,0,6,3,False,True,False,False,b4c0d9a510e89ded280c9b6732d6297eca9affdfd7b7da641fbd78ce43dc16a6
baseline,https://robertdevore.com/devio-digital/,content/posts/devio-digital.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/devio-digital/,200,Devio Digital | Robert DeVore,29,It's taken me three tries to sit here and begin writing this blog post. I've put so much of myself into my work these last six months that I am feeling something unique to me; pride in myself and my work. Over the last…,219,Devio Digital,H2: #opensource saved my life | H2: Why WordPress? | H2: Where Devio Digital comes into play | H2: What can I do for you? | H2: Related Reading,939,en,2016-05-11,,Robert DeVore,True,BlogPosting; Organization; Person,5,22,10,0,2,0,1,3,False,True,False,False,ab26a292c28248eb839d7477a5e19d91bc038f175b2042ef5bfe3e3698194948
baseline,https://robertdevore.com/dispensary-wordpress-plugins-2017/,content/posts/dispensary-wordpress-plugins-2017.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/dispensary-wordpress-plugins-2017/,200,Top Dispensary WordPress Plugins | Robert DeVore,48,Notice: This post has been updated for 2018. Within the last few months we've seen medical and recreational marijuana laws pass in 8 out of 9 states. This means there is going to be an influx of websites being built for…,220,Top Dispensary WordPress Plugins,H2: WordPress SEO Plugins | H3: Yoast SEO | H2: WordPress Backup Plugins | H3: UpdraftPlus | H2: WordPress Security Plugins | H3: Wordfence | H2: WordPress Dispensary Plugins | H3: WP Dispensary | H2: WordPress Social Media Plugins | H3: MashShare | H2: Final notes | H2: Related Reading,787,en,2017-01-18,,Robert DeVore,True,BlogPosting; Organization; Person,6,20,34,0,6,0,5,3,False,True,False,False,0b4856a9c832ab6292e2bf33b05f773e15293d529e9e93ce3926b43c19a64bd1
baseline,https://robertdevore.com/do-less-deliver-more/,content/posts/do-less-deliver-more.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/do-less-deliver-more/,200,"Do Less, Deliver More | Robert DeVore",37,"There's a lie that's been passed around in every business Slack channel, every ""educational"" YouTube video, every founder AMA: Do more to get ahead. ✅ More features. ✅ More tasks. ✅ More tools. ✅ More outreach. ✅ More…",218,"Do Less, Deliver More",H2: Focus | H2: Cut More | H2: Ship Less | H2: Drop the Vanity | H2: Own the Outcome | H2: What’s Next? | H2: Related Reading,1289,en,2025-04-21,,Robert DeVore,True,BlogPosting; Organization; Person,8,18,3,0,7,0,6,2,False,True,False,False,91da02aaceee348baa35883a0bbe1956ffd4dc25054e3c84d710f96dbfd4d078
baseline,https://robertdevore.com/docupress-documentation-plugin-for-wordpress/,content/posts/docupress-documentation-plugin-for-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/docupress-documentation-plugin-for-wordpress/,200,DocuPress: documentation simplified. | Robert DeVore,52,"DocuPress is a documentation plugin for WordPress that lets you, you guessed it , add documentation directly from your website's WordPress dashboard. This is the 6th free plugin I've released in the WordPress plugin…",216,DocuPress: documentation simplified.,H2: Why build a documentation plugin? | H2: What does DocuPress actually do? | H3: In the pipeline | H2: DocuPress Demo | H2: Where can I download DocuPress? | H2: Related Reading,612,en,2017-05-12,,Robert DeVore,True,BlogPosting; Organization; Person,6,19,11,0,4,0,3,3,False,True,False,False,5163aa2e8bbeaae158059261d706a258d476bd28898ece001a3fd0cc2a128026
baseline,https://robertdevore.com/dont-shoot-the-messenger-choose-courage-over-convenience/,content/posts/dont-shoot-the-messenger-choose-courage-over-convenience.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/dont-shoot-the-messenger-choose-courage-over-convenience/,200,Don’t Shoot the Messenger: Choose Courage Over Convenience | Robert DeVore,74,"Over recent days, there’s been a lot of noise around my exchange with Kevin Geary, from the WP Townhall Debate on YouTube , to the public knowledge I gathered about his history of hate and racism and shared on social…",217,Don’t Shoot the Messenger: Choose Courage Over Convenience,H2: Why Tone Policing is a Red Flag | H2: Kevin Michael Geary | H3: Early Career | H3: Mid-Career Moves | H3: Recent Actions | H2: The Dust-Up | H2: Why This Matters Beyond Kevin | H2: We Need Clarity Over Comfort | H2: Related Reading,920,en,2025-04-29,,Robert DeVore,True,BlogPosting; Organization; Person,5,22,8,1,6,0,5,3,False,True,False,False,aceb0923b57f9e826d32b4af8599e8186e181d9b13cd652f0b4e3077ad2de6d0
baseline,https://robertdevore.com/extreme-programming-for-extreme-leaders/,content/posts/extreme-programming-for-extreme-leaders.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/extreme-programming-for-extreme-leaders/,200,Extreme Programming for Extreme Leaders | Robert DeVore,55,"How disciplined developers ship faster, adapt smarter, and lead with code You don’t need permission. You don’t need a bloated roadmap or a management playbook. You need clarity, decisiveness, and the ability to turn…",216,Extreme Programming for Extreme Leaders,"H2: How disciplined developers ship faster, adapt smarter, and lead with code | H3: What is Extreme Programming? | H3: Why Extreme Leaders Should Care | H3: Core XP Principles That Map to Leadership | H3: XP Practices to Integrate Into Your Workflow | H3: When to Make It Your Own | H3: I’ll leave you with this… | H2: Related Reading",741,en,2025-05-18,,Robert DeVore,True,BlogPosting; Organization; Person,8,21,4,1,6,0,5,2,False,True,False,False,926fe04756306b76cdffdb6e07b79159615e2fb45a49c11c494b93920a85969e
baseline,https://robertdevore.com/focus/,content/posts/focus.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/focus/,200,Focus | Robert DeVore,21,"One question I've been asking myself lately is, how productive can you really claim to be if you 're not seeing results from your work ? Being motivated is great, and finding yourself putting a lot of rubber to the road…",220,Focus,H2: Finding Success | H2: Becoming an expert | H2: Related Reading,926,en,2015-10-07,,Robert DeVore,True,BlogPosting; Organization; Person,8,18,6,0,1,0,0,3,False,True,False,False,f25a13086950d705bc65370d1ae80f353cf16d10e2ec9bb40e63efed0256b45b
baseline,https://robertdevore.com/forever-forward/,content/posts/forever-forward.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/forever-forward/,200,Forever Forward | Robert DeVore,31,"I have been mostly quiet online for the last year. A lot of life fit inside the quiet silence. Most importantly, I gave myself room to think.",141,Forever Forward,H2: What I brought back | H2: After the software factory | H2: The Jidoka Files | H2: Extreme leadership made functional | H2: Building something that can outlive me | H2: Coming back different | H2: Related Reading,1979,en,2026-08-08,,Robert DeVore,True,BlogPosting; Organization; Person,39,21,9,0,1,0,0,1,False,True,False,False,5b6048fbafd2c77a1425e64f1cf2bbd495b422db69f5c3361a9433fec4879878
