phase,url,source_file,page_type,primary_purpose,search_intent,target_audience,central_entity,primary_query_theme,supporting_topics,h1,heading_structure,word_count,published_date,modified_date,first_hand_signals,content_gap,competing_internal_url,recommended_action
baseline,https://robertdevore.com/complete-beginners-guide-building-a-python-url-checker-for-google-sheets/,content/posts/complete-beginners-guide-building-a-python-url-checker-for-google-sheets.md,article,Complete Beginner’s Guide: Building a Python URL Checker for Google Sheets,informational / problem-solving,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Complete Beginner’s Guide: Building a Python URL Checker for Google Sheets,complete beginner’s guide: building a python url checker for google sheets,What We’re Building (In Simple Terms) | Before We Start: What You’ll Need | Part 1: The Shopping List (Imports) | Part 2: Setting Up Our Configuration (The Settings) | Part 3: Connecting to Google Sheets (The Handshake) | Part 4: Building Our Memory System (Progress Tracking) | Function 1: Remembering Where We Left Off | Function 2: Saving Our Progress,Complete Beginner’s Guide: Building a Python URL Checker for Google Sheets,H1: Complete Beginner’s Guide: Building a Python URL Checker for Google Sheets | H2: What We’re Building (In Simple Terms) | H2: Before We Start: What You’ll Need | H2: Part 1: The Shopping List (Imports) | H2: Part 2: Setting Up Our Configuration (The Settings) | H2: Part 3: Connecting to Google Sheets (The Handshake) | H2: Part 4: Building Our Memory System (Progress Tracking) | H3: Function 1: Remembering Where We Left Off | H3: Function 2: Saving Our Progress | H2: Part 5: The Website Checker (The Core Function) | H2: Part 6: The Main Brain (The check_urls Function) | H3: Getting Started and Loading Data | H3: Checking If We’re Done | H3: Calculating Our Batch | H3: Processing Each URL | H3: Saving Results and Planning Next Steps | H2: Part 7: Starting the Engine | H2: The Complete Script (With Comments) | H2: How to Use This Script | H2: What You’ve Learned | H2: Related Reading,2503,2025-06-19,,substantive depth; code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/contact/,content/pages/contact.md,page,Contact,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Contact,contact,Send the useful context first | Useful subjects,Contact,H1: Contact | H2: Send the useful context first | H2: Useful subjects,115,,,outbound sources,thin for a substantive destination; no visible breadcrumb,,editorial review: clarify purpose and add only evidence-backed useful detail
baseline,https://robertdevore.com/creating-my-own-cipher-code/,content/posts/creating-my-own-cipher-code.md,article,Creating my own cipher code,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Creating my own cipher code,creating my own cipher code,Example Use Case: | Taking it further | Embedded in an image? | Related Reading,Creating my own cipher code,H1: Creating my own cipher code | H2: Example Use Case: | H2: Taking it further | H3: Embedded in an image? | H2: Related Reading,743,2022-11-28,,first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/customer-loyalty-for-woocommerce-v2/,content/posts/customer-loyalty-for-woocommerce-v2.md,article,Just Released: Customer Loyalty for WooCommerce® v2.0.0!,commercial investigation / product discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Just Released: Customer Loyalty for WooCommerce® v2.0.0!,just released: customer loyalty for woocommerce® v2.0.0!,What’s New in Version 2.0.0 | How to Use Customer Loyalty for WooCommerce | What to Expect in 2025 | Related Reading,Just Released: Customer Loyalty for WooCommerce® v2.0.0!,H1: Just Released: Customer Loyalty for WooCommerce® v2.0.0! | H2: What’s New in Version 2.0.0 | H2: How to Use Customer Loyalty for WooCommerce | H2: What to Expect in 2025 | H2: Related Reading,744,2024-11-13,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/db-version-control-wordpress-plugin/,content/posts/db-version-control-wordpress-plugin.md,article,Introducing: DB Version Control for WordPress,commercial investigation / product discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Introducing: DB Version Control for WordPress,introducing: db version control for wordpress,The Problem We All Face | A Git-Native Approach to WordPress Content | Here’s How It Works | Real-World Impact: A Success Story | Key Features That Set It Apart | 🎯 Intelligent Content Export | ⚡ Enterprise-Grade Performance | 🔐 Security First,Introducing: DB Version Control for WordPress,H1: Introducing: DB Version Control for WordPress | H2: The Problem We All Face | H2: A Git-Native Approach to WordPress Content | H3: Here’s How It Works | H2: Real-World Impact: A Success Story | H2: Key Features That Set It Apart | H3: 🎯 Intelligent Content Export | H3: ⚡ Enterprise-Grade Performance | H3: 🔐 Security First | H3: 🛠️ Developer Friendly | H2: Game-Changing Workflows | H3: The Team Collaboration Workflow | H3: The Automated Deployment Pipeline | H3: The Environment Sync Workflow | H2: Beyond WordPress: Universal Version Control | H2: Performance That Scales | H3: Recommended Batch Sizes | H3: Built-in Safeguards | H2: The Technical Architecture | H3: File Organization | H3: JSON Structure | H2: Extending the Plugin | H3: Custom Post Type Integration | H3: Data Modification | H3: Custom Export Triggers | H2: Who This Plugin Is For | H3: Development Teams | H3: WordPress Agencies | H3: DevOps Engineers | H3: Content Teams | H2: Getting Started Today | H3: Quick Installation | H3: WP-CLI Integration | H3: Git Integration | H2: The Future of WordPress Content Management | H3: What’s Next | H3: Community Driven | H2: Real-World Benefits | H3: For Developers | H3: For Agencies | H3: For Content Teams | H2: Technical Requirements | H2: Security Considerations | H2: Support and Documentation | H2: Conclusion: A New Era for WordPress | H2: Related Reading,1678,2025-05-28,,substantive depth; code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/december-2024-a-retrospective/,content/posts/december-2024-a-retrospective.md,article,December 2024: A Retrospective,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",December 2024: A Retrospective,december 2024: a retrospective,"But first, was it a “December to Remember”? | New Plugins | Plugin Updates | Fun Projects | Scripts & Things | Features | Chaos | So, what now?",December 2024: A Retrospective,"H1: December 2024: A Retrospective | H2: But first, was it a “December to Remember”? | H2: New Plugins | H2: Plugin Updates | H2: Fun Projects | H2: Scripts & Things | H2: Features | H2: Chaos | H2: So, what now? | H3: WordPress & WooCommerce Plugins | H3: Security Audits & Bug Bounties | H2: Stattic & decentralized publishing | H2: 2025 & Beyond | H2: Related Reading",2266,2025-01-04,,substantive depth; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/delivery-drivers-for-woocommerce/,content/posts/delivery-drivers-for-woocommerce.md,article,Delivery Drivers for WooCommerce,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Delivery Drivers for WooCommerce,delivery drivers for woocommerce,Delivery Businesses & WooCommerce | How the plugin works | Delivery Drivers WooCommerce Settings | Assigning a driver to each order | Drivers Capabilities | Views from the Driver dashboard | Order status management by your drivers | Order Status management,Delivery Drivers for WooCommerce,H1: Delivery Drivers for WooCommerce | H2: Delivery Businesses & WooCommerce | H2: How the plugin works | H3: Delivery Drivers WooCommerce Settings | H3: Assigning a driver to each order | H2: Drivers Capabilities | H3: Views from the Driver dashboard | H3: Order status management by your drivers | H3: Order Status management | H2: Delivery Drivers for WooCommerce PRO | H2: Download the Delivery Drivers for WooCommerce Plugin | H2: Related Reading,1014,2018-09-14,,substantive depth; code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/devio-digital/,content/posts/devio-digital.md,article,Devio Digital,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Devio Digital,devio digital,#opensource saved my life | Why WordPress? | Where Devio Digital comes into play | What can I do for you? | Related Reading,Devio Digital,H1: Devio Digital | H2: #opensource saved my life | H2: Why WordPress? | H2: Where Devio Digital comes into play | H2: What can I do for you? | H2: Related Reading,939,2016-05-11,,substantive depth; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/dispensary-wordpress-plugins-2017/,content/posts/dispensary-wordpress-plugins-2017.md,article,Top Dispensary WordPress Plugins,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Top Dispensary WordPress Plugins,top dispensary wordpress plugins,WordPress SEO Plugins | Yoast SEO | WordPress Backup Plugins | UpdraftPlus | WordPress Security Plugins | Wordfence | WordPress Dispensary Plugins | WP Dispensary,Top Dispensary WordPress Plugins,H1: Top Dispensary WordPress Plugins | H2: WordPress SEO Plugins | H3: Yoast SEO | H2: WordPress Backup Plugins | H3: UpdraftPlus | H2: WordPress Security Plugins | H3: Wordfence | H2: WordPress Dispensary Plugins | H3: WP Dispensary | H2: WordPress Social Media Plugins | H3: MashShare | H2: Final notes | H2: Related Reading,787,2017-01-18,,first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/do-less-deliver-more/,content/posts/do-less-deliver-more.md,article,"Do Less, Deliver More",informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators","Do Less, Deliver More","do less, deliver more",Focus | Cut More | Ship Less | Drop the Vanity | Own the Outcome | What’s Next? | Related Reading,"Do Less, Deliver More","H1: Do Less, Deliver More | H2: Focus | H2: Cut More | H2: Ship Less | H2: Drop the Vanity | H2: Own the Outcome | H2: What’s Next? | H2: Related Reading",1289,2025-04-21,,substantive depth; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/docupress-documentation-plugin-for-wordpress/,content/posts/docupress-documentation-plugin-for-wordpress.md,article,DocuPress: documentation simplified.,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",DocuPress: documentation simplified.,docupress: documentation simplified.,Why build a documentation plugin? | What does DocuPress actually do? | In the pipeline | DocuPress Demo | Where can I download DocuPress? | Related Reading,DocuPress: documentation simplified.,H1: DocuPress: documentation simplified. | H2: Why build a documentation plugin? | H2: What does DocuPress actually do? | H3: In the pipeline | H2: DocuPress Demo | H2: Where can I download DocuPress? | H2: Related Reading,612,2017-05-12,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
