phase,url,source_file,page_type,title,title_length,meta_description,description_length,canonical,robots_directives,lang,author,og_title,og_description,og_url,og_type,og_image,twitter_card,twitter_title,twitter_description,twitter_image,duplicate_title,duplicate_description,issues
baseline,https://robertdevore.com/,templates/page-home.html,homepage,Robert DeVore,13,"Software systems, developer tools, agentic workflows, and technical writing.",76,https://robertdevore.com/,"index, follow (default)",en,Robert DeVore,Robert DeVore,"Software systems, developer tools, agentic workflows, and technical writing.",https://robertdevore.com/,website,,summary_large_image,Robert DeVore,"Software systems, developer tools, agentic workflows, and technical writing.",,True,True,duplicate title; duplicate description; legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/zero-cool-cli-a-hackers-terminal-from-1995/,content/posts/zero-cool-cli-a-hackers-terminal-from-1995.md,article,Zero Cool CLI – A Hacker’s Terminal from 1995 | Robert DeVore,61,HACK THE PLANET 🌍💻 I built this CLI tool because I couldn’t get the movie “Hackers” out of my head after rewatching it recently. If you’ve followed my work – especially around terminal tools and developer utilities –…,217,https://robertdevore.com/zero-cool-cli-a-hackers-terminal-from-1995/,"index, follow (default)",en,Robert DeVore,Zero Cool CLI – A Hacker’s Terminal from 1995,HACK THE PLANET 🌍💻 I built this CLI tool because I couldn’t get the movie “Hackers” out of my head after rewatching it recently. If you’ve followed my work – especially around terminal tools and developer utilities –…,https://robertdevore.com/zero-cool-cli-a-hackers-terminal-from-1995/,article,,summary_large_image,Zero Cool CLI – A Hacker’s Terminal from 1995,HACK THE PLANET 🌍💻 I built this CLI tool because I couldn’t get the movie “Hackers” out of my head after rewatching it recently. If you’ve followed my work – especially around terminal tools and developer utilities –…,,False,False,legacy meta keywords present; large Twitter card has no image
after,https://robertdevore.com/,templates/page-home.html,homepage,Robert DeVore,13,"Software systems, developer tools, agentic workflows, and technical writing.",76,https://robertdevore.com/,"index, follow (default)",en,Robert DeVore,Robert DeVore,"Software systems, developer tools, agentic workflows, and technical writing.",https://robertdevore.com/,website,,summary,Robert DeVore,"Software systems, developer tools, agentic workflows, and technical writing.",,False,False,
after,https://robertdevore.com/5-python-scripts-for-osint-and-pentesting/,content/posts/5-python-scripts-for-osint-and-pentesting.md,article,5 Python Scripts for OSINT and Pentesting | Robert DeVore,57,Everything is insecure and you’re one bad decision away from being p0wn3d harder than you ever have in your entire life. It’s a harsh reality and one you’ve got to accept in full or ignore altogether. I’m from the group…,220,https://robertdevore.com/5-python-scripts-for-osint-and-pentesting/,"index, follow (default)",en,Robert DeVore,5 Python Scripts for OSINT and Pentesting,Everything is insecure and you’re one bad decision away from being p0wn3d harder than you ever have in your entire life. It’s a harsh reality and one you’ve got to accept in full or ignore altogether. I’m from the group…,https://robertdevore.com/5-python-scripts-for-osint-and-pentesting/,article,,summary,5 Python Scripts for OSINT and Pentesting,Everything is insecure and you’re one bad decision away from being p0wn3d harder than you ever have in your entire life. It’s a harsh reality and one you’ve got to accept in full or ignore altogether. I’m from the group…,,False,False,
after,https://robertdevore.com/5-questions-you-must-answer-before-writing-anything/,content/posts/5-questions-you-must-answer-before-writing-anything.md,article,5 Questions You Must Answer Before Writing Anything | Robert DeVore,67,"You know the biggest problem with what people are publishing today? Most people treat AI like a vending machine. Drop in a half-baked prompt, hit enter, and expect magic to come out. They type: “Write a blog post about…",219,https://robertdevore.com/5-questions-you-must-answer-before-writing-anything/,"index, follow (default)",en,Robert DeVore,5 Questions You Must Answer Before Writing Anything,"You know the biggest problem with what people are publishing today? Most people treat AI like a vending machine. Drop in a half-baked prompt, hit enter, and expect magic to come out. They type: “Write a blog post about…",https://robertdevore.com/5-questions-you-must-answer-before-writing-anything/,article,,summary,5 Questions You Must Answer Before Writing Anything,"You know the biggest problem with what people are publishing today? Most people treat AI like a vending machine. Drop in a half-baked prompt, hit enter, and expect magic to come out. They type: “Write a blog post about…",,False,False,
after,https://robertdevore.com/5-things-i-learned-building-my-first-gutenberg-blocks-plugin/,content/posts/5-things-i-learned-building-my-first-gutenberg-blocks-plugin.md,article,5 Things I’ve learned building my first blocks for Gutenberg | Robert DeVore,76,"Over the last few months I've watched as Gutenberg has been developed, silently taking notes, watching for patterns and possible areas to excel in. Then I found that the domain Pillar.Press was available and it snapped…",219,https://robertdevore.com/5-things-i-learned-building-my-first-gutenberg-blocks-plugin/,"index, follow (default)",en,Robert DeVore,5 Things I’ve learned building my first blocks for Gutenberg,"Over the last few months I've watched as Gutenberg has been developed, silently taking notes, watching for patterns and possible areas to excel in. Then I found that the domain Pillar.Press was available and it snapped…",https://robertdevore.com/5-things-i-learned-building-my-first-gutenberg-blocks-plugin/,article,,summary,5 Things I’ve learned building my first blocks for Gutenberg,"Over the last few months I've watched as Gutenberg has been developed, silently taking notes, watching for patterns and possible areas to excel in. Then I found that the domain Pillar.Press was available and it snapped…",,False,False,
after,https://robertdevore.com/7-days-full-time-wp-dispensary/,content/posts/7-days-full-time-wp-dispensary.md,article,7 days full time at WP Dispensary | Robert DeVore,49,There's now been 7 days in the books for me working full time on WP Dispensary and I want to take a little bit of time to talk about what I've been up to. What's been done I made it a point to put some solid hours in…,217,https://robertdevore.com/7-days-full-time-wp-dispensary/,"index, follow (default)",en,Robert DeVore,7 days full time at WP Dispensary,There's now been 7 days in the books for me working full time on WP Dispensary and I want to take a little bit of time to talk about what I've been up to. What's been done I made it a point to put some solid hours in…,https://robertdevore.com/7-days-full-time-wp-dispensary/,article,,summary,7 days full time at WP Dispensary,There's now been 7 days in the books for me working full time on WP Dispensary and I want to take a little bit of time to talk about what I've been up to. What's been done I made it a point to put some solid hours in…,,False,False,
after,https://robertdevore.com/about/,content/pages/about.md,page,About | Robert DeVore,21,"Robert DeVore builds software systems, developer tools, programming-language infrastructure, and agentic workflows.",115,https://robertdevore.com/about/,"index, follow (default)",en,Robert DeVore,About,"Robert DeVore builds software systems, developer tools, programming-language infrastructure, and agentic workflows.",https://robertdevore.com/about/,website,,summary,About,"Robert DeVore builds software systems, developer tools, programming-language infrastructure, and agentic workflows.",,False,False,
after,https://robertdevore.com/all-in-one-wp-migration-plugin-ddos-attack/,content/posts/all-in-one-wp-migration-plugin-ddos-attack.md,article,WordPress plugin with 5M+ active installs can be utilized in DDoS attacks | Robert DeVore,89,"While doing some vulnerability research for WordPress plugins myself and my clients use, I came across a plugin with 5M+ active installs that can be used in DDoS attacks by non-authenticated users. Let me preface this…",218,https://robertdevore.com/all-in-one-wp-migration-plugin-ddos-attack/,"index, follow (default)",en,Robert DeVore,WordPress plugin with 5M+ active installs can be utilized in DDoS attacks,"While doing some vulnerability research for WordPress plugins myself and my clients use, I came across a plugin with 5M+ active installs that can be used in DDoS attacks by non-authenticated users. Let me preface this…",https://robertdevore.com/all-in-one-wp-migration-plugin-ddos-attack/,article,,summary,WordPress plugin with 5M+ active installs can be utilized in DDoS attacks,"While doing some vulnerability research for WordPress plugins myself and my clients use, I came across a plugin with 5M+ active installs that can be used in DDoS attacks by non-authenticated users. Let me preface this…",,False,False,
after,https://robertdevore.com/back-to-basics/,content/posts/back-to-basics.md,article,Back to Basics | Robert DeVore,30,"I always thought Impostor Syndrome was bullshit. Then I realized I was 6 months in to running WP Dispensary full time and I had no idea what I was doing. Recently, I've been working on WPD v2.0 and have pushed myself to…",220,https://robertdevore.com/back-to-basics/,"index, follow (default)",en,Robert DeVore,Back to Basics,"I always thought Impostor Syndrome was bullshit. Then I realized I was 6 months in to running WP Dispensary full time and I had no idea what I was doing. Recently, I've been working on WPD v2.0 and have pushed myself to…",https://robertdevore.com/back-to-basics/,article,,summary,Back to Basics,"I always thought Impostor Syndrome was bullshit. Then I realized I was 6 months in to running WP Dispensary full time and I had no idea what I was doing. Recently, I've been working on WPD v2.0 and have pushed myself to…",,False,False,
after,https://robertdevore.com/blog/,templates/page-blog.html,blog-index,Writing | Robert DeVore,23,"Field notes on software systems, developer tools, AI workflows, open source, and Robert DeVore's earlier web-development work.",126,https://robertdevore.com/blog/,"index, follow (default)",en,Robert DeVore,Writing,"Field notes on software systems, developer tools, AI workflows, open source, and Robert DeVore's earlier web-development work.",https://robertdevore.com/blog/,website,,summary,Writing,"Field notes on software systems, developer tools, AI workflows, open source, and Robert DeVore's earlier web-development work.",,False,False,
